   0.0000000e+00   5.0000000e+00   1.0000000e+01   0.0000000e+00   1.0000000e+00   9.0000000e+00  -2.0000000e-01
   1.0000000e-02   5.0300437e+00   9.9996120e+00  -2.6574806e-02   1.0275982e+00   8.9946330e+00  -1.8381432e-01
   2.0000000e-02   5.0601575e+00   9.9983520e+00  -5.7680108e-02   1.0553947e+00   8.9897203e+00  -1.6577681e-01
   3.0000000e-02   5.0903069e+00   9.9960896e+00  -9.2618939e-02   1.0833874e+00   8.9853149e+00  -1.4619006e-01
   4.0000000e-02   5.1204466e+00   9.9927157e+00  -1.3074187e-01   1.1115697e+00   8.9814625e+00  -1.2533613e-01
   5.0000000e-02   5.1505227e+00   9.9881410e+00  -1.7146033e-01   1.1399315e+00   8.9782014e+00  -1.0347700e-01
   6.0000000e-02   5.1804737e+00   9.9822958e+00  -2.1423675e-01   1.1684594e+00   8.9755631e+00  -8.0855581e-02
   7.0000000e-02   5.2102328e+00   9.9751287e+00  -2.5858197e-01   1.1971371e+00   8.9735722e+00  -5.7697695e-02
   8.0000000e-02   5.2397304e+00   9.9666057e+00  -3.0404938e-01   1.2259466e+00   8.9722468e+00  -3.4208348e-02
   9.0000000e-02   5.2688953e+00   9.9567093e+00  -3.5023490e-01   1.2548682e+00   8.9715989e+00  -1.0574456e-02
   1.0000000e-01   5.2976576e+00   9.9454366e+00  -3.9677887e-01   1.2838813e+00   8.9716347e+00   1.3034584e-02
   1.1000000e-01   5.3259497e+00   9.9327984e+00  -4.4336023e-01   1.3129651e+00   8.9723551e+00   3.6466266e-02
   1.2000000e-01   5.3537082e+00   9.9188169e+00  -4.8969409e-01   1.3420989e+00   8.9737561e+00   5.9584334e-02
   1.3000000e-01   5.3808750e+00   9.9035247e+00  -5.3552937e-01   1.3712626e+00   8.9758290e+00   8.2268094e-02
   1.4000000e-01   5.4073983e+00   9.8869630e+00  -5.8064657e-01   1.4004369e+00   8.9785612e+00   1.0441169e-01
   1.5000000e-01   5.4332330e+00   9.8691799e+00  -6.2485391e-01   1.4296039e+00   8.9819365e+00   1.2592338e-01
   1.6000000e-01   5.4583418e+00   9.8502289e+00  -6.6798700e-01   1.4587472e+00   8.9859358e+00   1.4672470e-01
   1.7000000e-01   5.4826948e+00   9.8301674e+00  -7.0990842e-01   1.4878522e+00   8.9905369e+00   1.6674974e-01
   1.8000000e-01   5.5062697e+00   9.8090554e+00  -7.5050415e-01   1.5169058e+00   8.9957159e+00   1.8594427e-01
   1.9000000e-01   5.5290516e+00   9.7869544e+00  -7.8968176e-01   1.5458971e+00   9.0014469e+00   2.0426493e-01
   2.0000000e-01   5.5510324e+00   9.7639262e+00  -8.2736857e-01   1.5748169e+00   9.0077026e+00   2.2167841e-01
   2.1000000e-01   5.5722108e+00   9.7400320e+00  -8.6350993e-01   1.6036578e+00   9.0144549e+00   2.3816062e-01
   2.2000000e-01   5.5925914e+00   9.7153315e+00  -8.9806758e-01   1.6324144e+00   9.0216749e+00   2.5369589e-01
   2.3000000e-01   5.6121844e+00   9.6898827e+00  -9.3101811e-01   1.6610830e+00   9.0293335e+00   2.6827618e-01
   2.4000000e-01   5.6310044e+00   9.6637410e+00  -9.6235146e-01   1.6896613e+00   9.0374014e+00   2.8190028e-01
   2.5000000e-01   5.6490705e+00   9.6369591e+00  -9.9206950e-01   1.7181486e+00   9.0458495e+00   2.9457232e-01
   2.6000000e-01   5.6664051e+00   9.6095867e+00  -1.0201848e+00   1.7465457e+00   9.0546490e+00   3.0629809e-01
   2.7000000e-01   5.6830337e+00   9.5816702e+00  -1.0467165e+00   1.7748543e+00   9.0637717e+00   3.1709119e-01
   2.8000000e-01   5.6989840e+00   9.5532528e+00  -1.0716929e+00   1.8030776e+00   9.0731898e+00   3.2696937e-01
