   0.0000000e+00   5.0000000e-01   5.0000000e-01   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00  -0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.0000000e-01   6.0000000e+02   6.0000000e+02   6.0000000e+02   6.0000000e+02   0.0000000e+00   0.0000000e+00   1.2947035e+00
   2.0000000e-02   5.0000000e-01   5.0000000e-01   1.0002360e+00   6.4408722e-20   8.1118781e-20   2.2642455e-02   9.9999550e-01  -5.5652877e-08   2.0105591e-08   2.9981993e-03  -3.1769352e-05   1.1625152e-05   2.9897526e-01   6.2513138e+02   5.9520195e+02   6.2508550e+02   5.9518000e+02  -3.5136631e-07  -9.8179398e-07   9.9876309e-01
   4.0000000e-02   5.0000000e-01   5.0000000e-01   1.0008726e+00   1.0347822e-07  -2.1257093e-07   4.0264386e-02   9.9998226e-01  -1.7189221e-06  -1.3805950e-06   5.9561027e-03  -3.5575377e-04  -3.8774340e-04   2.9155006e-01   6.5583714e+02   5.7843039e+02   6.5586174e+02   5.7813595e+02   2.5152123e-05  -3.0936325e-05   7.6744621e-01
   6.0000000e-02   5.0000001e-01   4.9999998e-01   1.0018170e+00   1.5581554e-06  -1.6260984e-06   5.3502784e-02   9.9996119e-01  -5.9074127e-06  -6.6313934e-06   8.8102185e-03  -3.3724266e-04  -5.3298875e-04   2.7851335e-01   6.7853998e+02   5.6687179e+02   6.7860115e+02   5.6707067e+02   1.2360366e-04  -1.0816995e-04   5.6179376e-01
   8.0000000e-02   5.0000008e-01   4.9999993e-01   1.0029871e+00   4.9948209e-06  -4.1094197e-06   6.2935546e-02   9.9993372e-01  -6.4477685e-06  -1.1426288e-05   1.1512731e-02   3.2357213e-04  -3.9835859e-04   2.6148419e-01   6.9468948e+02   5.6009828e+02   6.9485258e+02   5.6052980e+02   2.1668334e-04  -1.1899690e-04   3.8716277e-01
   1.0000000e-01   5.0000022e-01   4.9999983e-01   1.0043131e+00   9.8532047e-06  -5.1639143e-06   6.9193377e-02   9.9990156e-01   2.6619411e-06  -1.3351273e-05   1.4030711e-02   1.5780564e-03   2.6161190e-05   2.4182117e-01   7.0559357e+02   5.5711204e+02   7.0581463e+02   5.5775592e+02   2.5462327e-04   5.4537905e-05   2.4395791e-01
   1.2000000e-01   5.0000047e-01   4.9999976e-01   1.0057375e+00   1.4344921e-05   7.1716724e-09   7.2884546e-02   9.9986643e-01   2.6581712e-05  -8.8906176e-06   1.6343594e-02   3.2396188e-03   8.8256537e-04   2.2064057e-01   7.1235825e+02   5.5712364e+02   7.1248141e+02   5.5794959e+02   1.6358637e-04   5.1734821e-04   1.2984739e-01
   1.4000000e-01   5.0000077e-01   4.9999991e-01   1.0072148e+00   1.4936792e-05   1.7669276e-05   7.4555725e-02   9.9982995e-01   6.6442041e-05   5.8826573e-06   1.8440871e-02   4.6775820e-03   1.8648526e-03   1.9884008e-01   7.1575089e+02   5.5968480e+02   7.1584617e+02   5.6015831e+02  -1.3894736e-04   1.2955879e-03   4.1202301e-02
   1.6000000e-01   5.0000101e-01   5.0000059e-01   1.0087093e+00   7.8117653e-06   5.3399693e-05   7.4675808e-02   9.9979352e-01   1.1817249e-04   2.7301000e-05   2.0320030e-02   5.7071284e-03   2.1502391e-03   1.7712451e-01   7.1648245e+02   5.6387512e+02   7.1667194e+02   5.6409621e+02  -5.8421620e-04   2.3128100e-03  -2.6013150e-02
   1.8000000e-01   5.0000102e-01   5.0000219e-01   1.0101941e+00  -8.5959644e-06   1.1134521e-04   7.3633549e-02   9.9975829e-01   1.7839238e-04   4.9426923e-05   2.1984750e-02   6.3556151e-03   2.0359926e-03   1.5603156e-01   7.1529634e+02   5.6919399e+02   7.1544605e+02   5.6924724e+02  -1.0544346e-03   3.5038007e-03  -7.5712720e-02
   2.0000000e-01   5.0000061e-01   5.0000521e-01   1.0116490e+00  -3.4284553e-05   1.9415026e-04   7.1743081e-02   9.9972513e-01   2.4282367e-04   7.0799581e-05   2.3443355e-02   6.5520911e-03   2.0442290e-03   1.3595647e-01   7.1268608e+02   5.7519583e+02   7.1269759e+02   5.7521779e+02  -1.5171362e-03   4.7825371e-03  -1.1141852e-01
