   0.0000000e+00  -9.0000000e+00   0.0000000e+00   0.0000000e+00
   1.0000000e-02  -9.0010000e+00   0.0000000e+00   0.0000000e+00
   2.0000000e-02  -9.0019950e+00   0.0000000e+00   0.0000000e+00
   3.0000000e-02  -9.0029850e+00   0.0000000e+00   0.0000000e+00
   4.0000000e-02  -9.0039701e+00   0.0000000e+00   0.0000000e+00
   5.0000000e-02  -9.0049502e+00   0.0000000e+00   0.0000000e+00
   6.0000000e-02  -9.0059255e+00   0.0000000e+00   0.0000000e+00
   7.0000000e-02  -9.0068959e+00   0.0000000e+00   0.0000000e+00
   8.0000000e-02  -9.0078614e+00   0.0000000e+00   0.0000000e+00
   9.0000000e-02  -9.0088221e+00   0.0000000e+00   0.0000000e+00
   1.0000000e-01  -9.0097780e+00   0.0000000e+00   0.0000000e+00
   1.1000000e-01  -9.0107291e+00   0.0000000e+00   0.0000000e+00
   1.2000000e-01  -9.0116754e+00   0.0000000e+00   0.0000000e+00
   1.3000000e-01  -9.0126171e+00   0.0000000e+00   0.0000000e+00
   1.4000000e-01  -9.0135540e+00   0.0000000e+00   0.0000000e+00
   1.5000000e-01  -9.0144862e+00   0.0000000e+00   0.0000000e+00
   1.6000000e-01  -9.0154138e+00   0.0000000e+00   0.0000000e+00
   1.7000000e-01  -9.0163367e+00   0.0000000e+00   0.0000000e+00
   1.8000000e-01  -9.0172550e+00   0.0000000e+00   0.0000000e+00
   1.9000000e-01  -9.0181687e+00   0.0000000e+00   0.0000000e+00
   2.0000000e-01  -9.0190779e+00   0.0000000e+00   0.0000000e+00
   2.1000000e-01  -9.0199825e+00   0.0000000e+00   0.0000000e+00
   2.2000000e-01  -9.0208826e+00   0.0000000e+00   0.0000000e+00
   2.3000000e-01  -9.0217782e+00   0.0000000e+00   0.0000000e+00
   2.4000000e-01  -9.0226693e+00   0.0000000e+00   0.0000000e+00
   2.5000000e-01  -9.0235560e+00   0.0000000e+00   0.0000000e+00
   2.6000000e-01  -9.0244382e+00   0.0000000e+00   0.0000000e+00
   2.7000000e-01  -9.0253160e+00   0.0000000e+00   0.0000000e+00
   2.8000000e-01  -9.0261894e+00   0.0000000e+00   0.0000000e+00
   2.9000000e-01  -9.0270585e+00   0.0000000e+00   0.0000000e+00
   3.0000000e-01  -9.0279232e+00   0.0000000e+00   0.0000000e+00
   3.1000000e-01  -9.0287835e+00   0.0000000e+00   0.0000000e+00
   3.2000000e-01  -9.0296396e+00   0.0000000e+00   0.0000000e+00
   3.3000000e-01  -9.0304914e+00   0.0000000e+00   0.0000000e+00
   3.4000000e-01  -9.0313390e+00   0.0000000e+00   0.0000000e+00
   3.5000000e-01  -9.0321823e+00   0.0000000e+00   0.0000000e+00
   3.6000000e-01  -9.0330214e+00   0.0000000e+00   0.0000000e+00
   3.7000000e-01  -9.0338563e+00   0.0000000e+00   0.0000000e+00
   3.8000000e-01  -9.0346870e+00   0.0000000e+00   0.0000000e+00
   3.9000000e-01  -9.0355135e+00   0.0000000e+00   0.0000000e+00
   4.0000000e-01  -9.0363360e+00   0.0000000e+00   0.0000000e+00
   4.1000000e-01  -9.0371543e+00   0.0000000e+00   0.0000000e+00
   4.2000000e-01  -9.0379685e+00   0.0000000e+00   0.0000000e+00
   4.3000000e-01  -9.0387787e+00   0.0000000e+00   0.0000000e+00
   4.4000000e-01  -9.0395848e+00   0.0000000e+00   0.0000000e+00
   4.5000000e-01  -9.0403869e+00   0.0000000e+00   0.0000000e+00
   4.6000000e-01  -9.0411849e+00   0.0000000e+00   0.0000000e+00
   4.7000000e-01  -9.0419790e+00   0.0000000e+00   0.0000000e+00
   4.8000000e-01  -9.0427691e+00   0.0000000e+00   0.0000000e+00
   4.9000000e-01  -9.0435553e+00   0.0000000e+00   0.0000000e+00
   5.0000000e-01  -9.0443375e+00   0.0000000e+00   0.0000000e+00
   5.1000000e-01  -9.0451158e+00   0.0000000e+00   0.0000000e+00
   5.2000000e-01  -9.0458902e+00   0.0000000e+00   0.0000000e+00
   5.3000000e-01  -9.0466608e+00   0.0000000e+00   0.0000000e+00
   5.4000000e-01  -9.0474275e+00   0.0000000e+00   0.0000000e+00
   5.5000000e-01  -9.0481903e+00   0.0000000e+00   0.0000000e+00
   5.6000000e-01  -9.0489494e+00   0.0000000e+00   0.0000000e+00
   5.7000000e-01  -9.0497046e+00   0.0000000e+00   0.0000000e+00
   5.8000000e-01  -9.0504561e+00   0.0000000e+00   0.0000000e+00
   5.9000000e-01  -9.0512038e+00   0.0000000e+00   0.0000000e+00
   6.0000000e-01  -9.0519478e+00   0.0000000e+00   0.0000000e+00
   6.1000000e-01  -9.0526881e+00   0.0000000e+00   0.0000000e+00
   6.2000000e-01  -9.0534246e+00   0.0000000e+00   0.0000000e+00
   6.3000000e-01  -9.0541575e+00   0.0000000e+00   0.0000000e+00
   6.4000000e-01  -9.0548867e+00   0.0000000e+00   0.0000000e+00
   6.5000000e-01  -9.0556123e+00   0.0000000e+00   0.0000000e+00
   6.6000000e-01  -9.0563342e+00   0.0000000e+00   0.0000000e+00
   6.7000000e-01  -9.0570526e+00   0.0000000e+00   0.0000000e+00
   6.8000000e-01  -9.0577673e+00   0.0000000e+00   0.0000000e+00
